Gender,Grade,GRADENOPG,Entered,InternationalDomestic,Race,FinancialAid,DayBoarding,FreqHome,WindDown,NervousEnergy,OverReact,Relax,Intollerant,Touchy,Agitated,WindDownDASS,NervousEnergyDASS,OverReactDASS,RelaxDASS,IntollerantDASS,TouchyDASS,AgitatedDASS,DassTotal,StressLevel,Sports,SportsLevelFall,SportsWinterLevel,SportsLevelSpring,SportsHoursFall,SportsHoursWinter,SportsHoursSpring,SportsStress,SportsSchoolWork,ArtsBeyond,ArtsConcentration,FallProduction,WinterProduction,SpringMusical,ChamberChorus,FestivalChorus,Orchestra,ChamberOrchestra,JazzBand,WindEnsemble,AcapellaGroups,StudentDirectedScenes,FringeFestival,MusicLessons,ActivityHours,ActivityStress,ArtsPerformanceSchoolWork,ClubParticipation,ClubHours,ClubStress,CompetitiveClubParticipation,CompetitiveClubHours,CompetitiveClubStress,CompetitiveClubSchoolWork,StudentLeaderParticipation,StudentLeaderHours,StudentLeaderStress,FallClasses,WinterClasses,SpringClasses,FallAP,WinterAP,SpringAP,WinterGPA,GradeSatisfaction,ActivityTimeHW,GradedFair ,HWHours,SATCram,SATTutoring,SATStudyGuides,SATPracticeTests,SATNothing,BetterAssignments,ProtectedWeek,PressureGeneral,PressureExpectations,WorryFriends,FamilyComplications,FriendsComplications ,RomanticComplications,AmountSleep,MealsPerDay,DHLunch,DHDinner,NoLunchBlock,NoLunchHomework,NoLunchSports,NoLunchArtscommitment,NoLunchClubMeetings,NoLunchTeachers,NoLunchNA
Male,Junior,Junior,Freshman,Domestic,Asian,No,Day,,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,2,3,1,3,2,1,3,15,Severe,Yes,Intramural,Intramural,Varsity,less than 4 hours,4-8 hours,more than 16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,Yes,less than 4 hours,rarely,rarely,Yes,less than 4 hours,none,Six,Six,Six,5,5,4,3.5-3.7,Unhappy,5 hours,neutral,4/6/2013,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,no pressure,some pressure,a few times a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,Sports,,,,
Male,Senior,Senior,Freshman,Domestic,White,No,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,1,1,1,0,1,6,Normal,Yes,Intramural,Intramural,Varsity,4-8 hours,4-8 hours,8-12 hours,often,sometimes,Yes,,,,,,,,,,wind ensemble,,,,,less than 4 hours,often,sometimes,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,5,5,4,3.7-4.0,Happy,2 hours,fair,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,some pressure,some pressure,a few times a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Sophomore,Sophomore,Freshman,Domestic,Other,No,Day,,2 OFTEN,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,2,1,3,1,1,0,1,9,Mild,Yes,Intramural,Intramural,Junior Varsity,8-12 hours,4-8 hours,12-16 hours,often,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Five,Six,Five,1,1,1,3.3-3.5,Neutral,2 hours,fair,2/4/2013,,,,,nothing,Sad,about the same,extreme pressure,some pressure,once a day,easy,neutral,very difficult,8 to 10 hours,3 meals,Yes,Yes,,Homework,Sports,,Club meetings,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Day,,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,1,2,2,1,1,0,2,9,Mild,Yes,Intramural,Varsity,Varsity,12-16 hours,12-16 hours,12-16 hours,often,sometimes,Yes,,,,,,,orchestra,,,,,,,music lessons,4-8 hours,never,never,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,0,0,0,3.5-3.7,Happy,3 hours,neutral,2/4/2013,,,,,nothing,motivated to do better,about the same,extreme pressure,some pressure,A few times a day,difficult,neutral,very easy,6 to 8 hours,2 meals,Yes,No,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1,1,1,1,0,0,1,5,Normal,Yes,Intramural,Intramural,Varsity,4-8 hours,4-8 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,none,Five,Five,Five,2,1,1,3.3-3.5,Happy,4 hours,neutral,2/4/2013,cram the night before,regular tutoring/class,,regular practice tests,,Sad,more stress,some pressure,some pressure,once a week,very easy,neutral,neutral,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,Other,No,Day,,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,2,1,2,1,1,2,10,Moderate,Yes,Intramural,,,4-8 hours,4-8 hours,4-8 hours,rarely,sometimes,Yes,,,,,,,,chamber orchestra,,,,,,music lessons,4-8 hours,often,sometimes,Yes,4-8 hours,none,No,,,,No,,,Five,Six,Five,1,1,1,3.5-3.7,Happy,4 hours,neutral,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,about the same,some pressure,some pressure,almost never,easy,easy,neutral,6 to 8 hours,more than 4 meals,No,Yes,No Lunch Block,,,,,,
Female,Senior,Senior,Freshman,Domestic,White,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,1,1,1,1,3,2,1,10,Moderate,Yes,Intramural,Varsity,Varsity,4-8 hours,8-12 hours,12-16 hours,rarely,often,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,rarely,never,Yes,less than 4 hours,none,No,,,,Yes,8-12 hours,often,Five,Five,Five,1,1,1,3.5-3.7,Extremely Happy,3 hours,fair,2/4/2013,,,,,nothing,happy for others,about the same,some pressure,some pressure,a few times a week,easy,neutral,easy,6 to 8 hours,3 meals,Yes,Yes,,,Sports,,,,
Female,Senior,Senior,Sophomore,Domestic,White,Yes,Boarding,once a term,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1,2,1,1,0,0,1,6,Normal,Yes,Intramural,Intramural,Varsity,4-8 hours,4-8 hours,more than 16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,3,2,2,3.3-3.5,Happy,3 hours,fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,more stress,some pressure,some pressure,a few times a week,neutral,neutral,difficult,4 to 6 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Post-Graduate,Senior,Post-Graduate,Domestic,White,Yes,Boarding,once a month,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,0,0,1,0,1,0,1,3,Normal,Yes,Intramural,Varsity,Varsity,4-8 hours,8-12 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,2,1,0,3.3-3.5,Happy,4 hours,extremely fair,Under 2,,regular tutoring/class,,,,indifferent,more stress,some pressure,some pressure,a few times a week,very easy,easy,easy,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,International,Asian,No,Boarding,once a term,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0,0,1,0,1,1,1,4,Normal,Yes,Intramural,Varsity,Not Applicable,4-8 hours,12-16 hours,Not Applicable,often,sometimes,Yes,,,,,,festival chorus,,,,,,,fringe festival,,less than 4 hours,never,sometimes,Yes,less than 4 hours,none,No,,,,Yes,12-16 hours,rarely,Five,Five,Five,3,3,1,3.5-3.7,Happy,3 hours,neutral,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,more stress,some pressure,some pressure,a few times a week,very easy,easy,difficult,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Post-Graduate,Senior,Post-Graduate,Domestic,Asian,No,Boarding,once a term,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,3,2,2,3,1,1,1,13,Severe,Yes,Intramural,Intramural,Intramural,4-8 hours,4-8 hours,4-8 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,0,1,3.5-3.7,Happy,4 hours,neutral,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,about the same,some pressure,some pressure,a few times a week,very easy,neutral,very easy,4 to 6 hours,2 meals,No,Yes,No Lunch Block,Homework,,,Club meetings,Meetings with teachers,
Male,Senior,Senior,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,2 OFTEN,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,0 NEVER,2 OFTEN,2,2,2,3,1,0,2,12,Moderate,Yes,Intramural,Varsity,Junior Varsity,8-12 hours,12-16 hours,8-12 hours,rarely,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,,Five,0,0,0,3.0-3.3,Neutral,6 hours,fair,2/4/2013,,,,,nothing,indifferent,about the same,some pressure,some pressure,almost never,neutral,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,2 OFTEN,3 ALMOST ALWAYS,3,3,3,2,1,2,3,17,Extremely Severe,Yes,Intramural,Intramural,Varsity,more than 16 hours,4-8 hours,more than 16 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,Yes,4-8 hours,rarely,rarely,No,,,Six,Five,Five,1,1,1,Under 3.0,Extremely Unhappy,4 hours,neutral,4/6/2013,,regular tutoring/class,,,nothing,Sad,much more stress,extreme pressure,some pressure,A few times a day,neutral,neutral,neutral,4 to 6 hours,,Yes,No,,,Sports,,,,
Male,Junior,Junior,Freshman,Domestic,Asian,No,Day,,1 SOMETIMES,0 NEVER,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,0,2,1,1,1,2,8,Mild,Yes,Intramural,Junior Varsity,Varsity,4-8 hours,8-12 hours,8-12 hours,rarely,always,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,Yes,less than 4 hours,rarely,often,Yes,less than 4 hours,often,Five,Five,Five,4,4,4,3.7-4.0,Unhappy,4 hours,neutral,4/6/2013,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,extreme pressure,some pressure,once a week,neutral,easy,very easy,4 to 6 hours,4 meals,Yes,No,,Homework,Sports,,Club meetings,,
Male,Junior,Junior,Freshman,International,Asian,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,Intramural,Varsity,Varsity,8-12 hours,12-16 hours,more than 16 hours,often,always,No,,,,,,,,,,,,,,,,,,Yes,12-16 hours,rarely,Yes,less than 4 hours,rarely,rarely,Yes,less than 4 hours,rarely,Six,Six,Six,1,1,1,3.5-3.7,Neutral,4 hours,neutral,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,some pressure,some pressure,a few times a week,easy,easy,easy,4 to 6 hours,3 meals,No,No,,Homework,Sports,Arts commitment,Club meetings,,
Male,Junior,Junior,Sophomore,Domestic,White,No,Boarding,once a term,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,3 ALMOST ALWAYS,2,2,3,2,3,1,3,16,Severe,Yes,Intramural,Not Applicable,Varsity,4-8 hours,Not Applicable,12-16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,more than 16 hours,consistently,No,,,,Yes,more than 16 hours,consistently,Five,Five,Five,5,5,5,3.5-3.7,Happy,3 hours,fair,2/4/2013,,,,,nothing,indifferent,much more stress,no pressure,some pressure,once a day,easy,neutral,difficult,4 to 6 hours,4 meals,Yes,Yes,,Homework,Sports,,,,
Female,Junior,Junior,Junior,International,White,Yes,Boarding,once a term,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2,1,1,2,1,1,1,9,Mild,Yes,Intramural,Not Applicable,Intramural,less than 4 hours,Not Applicable,less than 4 hours,none,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,Not Applicable,No,,,,No,,,Five,Five,Five,4,4,4,3.7-4.0,Happy,5 hours,extremely fair,6 or more,,,,,nothing,motivated to do better,about the same,no pressure,some pressure,almost never,very easy,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,,Homework,,,,,
Male,Junior,Junior,Freshman,Domestic,White,No,Day,,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,0,0,0,0,0,0,Normal,Yes,Intramural,Intramural,Varsity,4-8 hours,4-8 hours,more than 16 hours,none,never,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,No,,,,No,,,Five,Five,Five,3,3,4,3.7-4.0,Neutral,3 hours,neutral,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,more stress,some pressure,some pressure,almost never,easy,easy,easy,8 to 10 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Sophomore,Domestic,White,No,Boarding,once a term,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,1,2,1,1,2,11,Moderate,Yes,Intramural,Junior Varsity,Varsity,more than 16 hours,12-16 hours,more than 16 hours,consistently,always,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,1,2,3.5-3.7,Happy,2 hours,fair,Under 2,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,indifferent,about the same,no pressure,some pressure,a few times a week,very easy,very easy,very easy,6 to 8 hours,3 meals,Yes,No,,,Sports,,,,
Male,Sophomore,Sophomore,Sophomore,Domestic,White,No,Day,,0 NEVER,2 OFTEN,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0,2,0,1,1,1,1,6,Normal,Yes,JV/Thirds,Not Applicable,Varsity,8-12 hours,Not Applicable,12-16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,Under 3.0,Neutral,3 hours,neutral,2/4/2013,,regular tutoring/class,,regular practice tests,,indifferent,much more stress,no pressure,no pressure,almost never,very easy,very easy,very easy,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,JV/Thirds,Intramural,Varsity,8-12 hours,4-8 hours,8-12 hours,rarely,sometimes,Yes,,,,,,,,chamber orchestra,,,,,,,8-12 hours,rarely,sometimes,No,,,No,,,,No,,,Five,Five,Five,3,3,3,3.7-4.0,Neutral,3 hours,neutral,4/6/2013,,,,,nothing,indifferent,about the same,no pressure,no pressure,almost never,very easy,very easy,very easy,more than 10 hours,more than 4 meals,No,No,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,2,1,1,1,1,2,9,Mild,Yes,JV/Thirds,Junior Varsity,Varsity,12-16 hours,8-12 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,1,1,Under 3.0,Extremely Unhappy,4 hours,neutral,4/6/2013,,,,,nothing,indifferent,about the same,extreme pressure,no pressure,a few times a week,difficult,very easy,difficult,4 to 6 hours,3 meals,Yes,Yes,,Homework,,,,,
Female,Freshman,Freshman,Freshman,Domestic,Asian,No,Day,,0 NEVER,1 SOMETIMES,2 OFTEN,0 NEVER,2 OFTEN,1 SOMETIMES,2 OFTEN,0,1,2,0,2,1,2,8,Mild,Yes,JV/Thirds,Varsity,Varsity,8-12 hours,12-16 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,0,0,0,3.0-3.3,Happy,2 hours,extremely fair,Under 2,cram the night before,,,,,indifferent,about the same,some pressure,some pressure,a few times a week,difficult,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Sophomore,Domestic,White,No,Boarding,once a term,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0,0,1,1,1,1,2,6,Normal,Yes,JV/Thirds,Not Applicable,Not Applicable,8-12 hours,4-8 hours,less than 4 hours,rarely,never,Yes,,fall production,winter production,,,,,,jazz band,,,Student directed scenes,fringe festival,music lessons,more than 16 hours,never,never,Yes,less than 4 hours,Not Applicable,No,,,,Yes,4-8 hours,rarely,Five,Six,Six,2,2,2,Above 4.0,Extremely Happy,4 hours,fair,Under 2,,,,,nothing,happy for others,less stress,some pressure,some pressure,once a week,easy,very easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Freshman,Freshman,Freshman,Domestic,Black or African American,No,Boarding,once a month,0 NEVER,1 SOMETIMES,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,2 OFTEN,0,1,2,1,0,2,2,8,Mild,Yes,JV/Thirds,Thirds,Not Applicable,8-12 hours,4-8 hours,Not Applicable,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,3.0-3.3,Unhappy,2 hours,neutral,2/4/2013,,,,,nothing,motivated to do better,more stress,extreme pressure,some pressure,a few times a week,neutral,difficult,easy,4 to 6 hours,3 meals,Yes,Yes,,,Sports,,,,
Female,Junior,Junior,Junior,Domestic,White,Yes,Boarding,once a month,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,0 NEVER,2 OFTEN,2,2,1,2,2,0,2,11,Moderate,Yes,JV/Thirds,Not Applicable,Varsity,less than 4 hours,Not Applicable,12-16 hours,consistently,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,1,Under 3.0,Extremely Unhappy,2 hours,extremely unfair,2/4/2013,,regular tutoring/class,,,,Sad,about the same,some pressure,some pressure,once a week,very easy,difficult,very easy,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,Asian,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,JV/Thirds,Junior Varsity,Intramural,8-12 hours,8-12 hours,4-8 hours,rarely,sometimes,Yes,Arts concentration,,,,,,,,,,,,,,less than 4 hours,never,never,Yes,less than 4 hours,Not Applicable,No,,,,No,,,Six,Five,Five,2,2,2,3.3-3.5,Unhappy,2 hours,neutral,2/4/2013,,,,,nothing,motivated to do better,about the same,some pressure,some pressure,a few times a week,neutral,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,2 OFTEN,3,3,2,3,1,1,2,15,Severe,Yes,JV/Thirds,Junior Varsity,Junior Varsity,8-12 hours,8-12 hours,8-12 hours,often,often,Yes,,,,,,,,,,,Acapella groups,,,,less than 4 hours,rarely,sometimes,No,,,No,,,,No,,,Five,Five,Five,0,0,0,Under 3.0,Unhappy,2 hours,unfair,6 or more,,,,,nothing,Sad,less stress,some pressure,some pressure,once a week,easy,easy,neutral,4 to 6 hours,2 meals,Yes,Yes,,Homework,,,,Meetings with teachers,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1,0,0,1,0,0,1,3,Normal,Yes,JV/Thirds,Junior Varsity,Junior Varsity,8-12 hours,8-12 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,12-16 hours,none,Yes,less than 4 hours,rarely,never,No,,,Six,Five,Five,0,0,0,Under 3.0,Unhappy,2 hours,neutral,2/4/2013,,,,,nothing,Sad,about the same,extreme pressure,some pressure,almost never,neutral,easy,neutral,4 to 6 hours,2 meals,Yes,Yes,,Homework,Sports,,,,
Male,Freshman,Freshman,Freshman,International,Asian,No,Boarding,once a year,0 NEVER,1 SOMETIMES,2 OFTEN,0 NEVER,2 OFTEN,0 NEVER,1 SOMETIMES,0,1,2,0,2,0,1,6,Normal,Yes,JV/Thirds,Intramural,Intramural,8-12 hours,4-8 hours,4-8 hours,often,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,2,2,2,3.7-4.0,Happy,3 hours,neutral,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,about the same,some pressure,some pressure,a few times a week,very easy,neutral,neutral,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,JV/Thirds,Varsity,Varsity,8-12 hours,more than 16 hours,12-16 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Five,4,4,4,3.5-3.7,Happy,5 hours,neutral,4/6/2013,,,,,nothing,motivated to do better,about the same,some pressure,some pressure,a few times a week,easy,easy,easy,6 to 8 hours,2 meals,Yes,Yes,,Homework,,,,,
Male,Senior,Senior,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,JV/Thirds,Intramural,Intramural,8-12 hours,less than 4 hours,4-8 hours,rarely,sometimes,Yes,Arts concentration,,,,,,orchestra,chamber orchestra,,,,,,,4-8 hours,often,often,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Five,Six,2,2,2,3.7-4.0,Unhappy,2 hours,fair,Under 2,,regular tutoring/class,,,,Sad,much more stress,some pressure,some pressure,almost never,very easy,difficult,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,Arts commitment,,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,1,1,1,0,1,6,Normal,Yes,JV/Thirds,Intramural,Varsity,8-12 hours,4-8 hours,more than 16 hours,often,always,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Five,1,1,1,3.0-3.3,Happy,3 hours,fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,about the same,some pressure,some pressure,once a week,easy,very easy,difficult,6 to 8 hours,3 meals,Yes,Yes,,,Sports,,,,
Male,Junior,Junior,Freshman,International,Asian,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,JV/Thirds,Intramural,Not Applicable,8-12 hours,4-8 hours,Not Applicable,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,Yes,less than 4 hours,never,never,No,,,Five,Five,Six,3,3,4,3.7-4.0,Neutral,more than 6 hours,neutral,4/6/2013,,,,,nothing,indifferent,about the same,no pressure,some pressure,once a day,very easy,very easy,easy,4 to 6 hours,2 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Male,Freshman,Freshman,Freshman,Domestic,White,Yes,Boarding,once a term,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0,1,0,1,1,1,1,5,Normal,Yes,JV/Thirds,Thirds,Junior Varsity,12-16 hours,8-12 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,1,1,Under 3.0,Unhappy,3 hours,neutral,2/4/2013,,,,,nothing,Sad,about the same,some pressure,some pressure,a few times a week,easy,easy,difficult,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,,,,
Male,Freshman,Freshman,Freshman,Domestic,White,No,Day,,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,1,0,0,0,0,1,0,2,Normal,Yes,JV/Thirds,Intramural,Not Applicable,4-8 hours,less than 4 hours,Not Applicable,rarely,sometimes,Yes,,,,spring musical,,,,,,wind ensemble,Acapella groups,Student directed scenes,,music lessons,4-8 hours,rarely,never,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Five,Five,1,1,1,3.7-4.0,Happy,3 hours,fair,2/4/2013,,,,,nothing,motivated to do better,more stress,some pressure,some pressure,almost never,very easy,neutral,neutral,8 to 10 hours,3 meals,Yes,Yes,No Lunch Block,,,,,,
